filename, Glioma, Meningioma, No Tumor, Pituitary
Tr-gl_0222_jpg.rf.042533caf7371c59ab6b1cf3819afcfc.jpg, 1, 0, 0, 0
Tr-pi_0031_jpg.rf.04969e65697dedaa01a2fdb83d0087b4.jpg, 0, 0, 0, 1
Tr-pi_0116_jpg.rf.04f49f0f23e111043fd8ba9f2cbdb49e.jpg, 0, 0, 0, 1
Tr-me_0463_jpg.rf.04d67f005e7a71846ab4d5917dd24fa9.jpg, 0, 1, 0, 0
Tr-gl_0062_jpg.rf.04ecc3354340a427a9897601638c8410.jpg, 1, 0, 0, 0
Tr-pi_0069_jpg.rf.04040d1ecfcbd58d5c0bce59db628e65.jpg, 0, 0, 0, 1
Tr-me_0556_jpg.rf.05d53ec68e265d8114bfba1daec33480.jpg, 0, 1, 0, 0
Tr-pi_0654_jpg.rf.0641f14effb3dcdd56e1a3ba005ff8a8.jpg, 0, 0, 0, 1
Tr-gl_0167_jpg.rf.0548c5e912c6eb060783aa93a3164abd.jpg, 1, 0, 0, 0
Tr-gl_0083_jpg.rf.060a37614010eb501f1bb16895dac6dc.jpg, 1, 0, 0, 0
Tr-pi_0159_jpg.rf.066bb4259202a5c708267695f170bf57.jpg, 0, 0, 0, 1
Tr-pi_0400_jpg.rf.06bd3ee0138e01d21fdd448f0de6359e.jpg, 0, 0, 0, 1
Tr-gl_0413_jpg.rf.06c12a8ca02f01f3fd73961fb275cc3a.jpg, 1, 0, 0, 0
Tr-gl_0538_jpg.rf.06cf393263009e3e895c82da8b42cd3f.jpg, 1, 0, 0, 0
Tr-pi_0544_jpg.rf.06d6c41c34ed95282503b4c5d53df0f5.jpg, 0, 0, 0, 1
Tr-no_0520_jpg.rf.0773ebdd5afc970157af38c082340d1c.jpg, 0, 0, 1, 0
Tr-no_0260_jpg.rf.0717485ce48768453eebc66cd259cfa7.jpg, 0, 0, 1, 0
Tr-gl_0332_jpg.rf.079b14c6e605effb7a3aaf961b18a8df.jpg, 1, 0, 0, 0
Tr-me_0355_jpg.rf.07d80aa6f31bccf629cd88ee9247e698.jpg, 0, 1, 0, 0
Tr-me_0098_jpg.rf.0825fead4814841cfb5e3336a97fdba5.jpg, 0, 1, 0, 0
Tr-gl_0489_jpg.rf.085cee76a462f68f95782618d3a79db4.jpg, 1, 0, 0, 0
Tr-pi_0020_jpg.rf.087da2bd830bb1f1e27ca2f156c5e189.jpg, 0, 0, 0, 1
Tr-me_0135_jpg.rf.088399c738cfefacedf3b0bd6f9cc24a.jpg, 0, 1, 0, 0
Tr-no_0457_jpg.rf.08f97a173a5eba80566de8c11da893b8.jpg, 0, 0, 1, 0
Tr-gl_0372_jpg.rf.08efe079e78aa41c791498fc4404e0c2.jpg, 1, 0, 0, 0
Tr-gl_0364_jpg.rf.09a35a3febe45bbffc993d3ffe5e0e6c.jpg, 1, 0, 0, 0
Tr-gl_0128_jpg.rf.09d9f569ff7d18bdde046113a496263c.jpg, 1, 0, 0, 0
Tr-no_0545_jpg.rf.090e52e98fc593f10a19388741c71d23.jpg, 0, 0, 1, 0
Tr-pi_0632_jpg.rf.09c8296b8c9f59918edb941846d2c012.jpg, 0, 0, 0, 1
Tr-pi_0086_jpg.rf.0a0d493ab3466831b3eca678ad10b719.jpg, 0, 0, 0, 1
Tr-pi_0405_jpg.rf.09ea2dd60c458c43ea0fb8758516289c.jpg, 0, 0, 0, 1
Tr-me_0470_jpg.rf.09eff46d0ab58ec952b9394ce7f1dae5.jpg, 0, 1, 0, 0
Tr-gl_0197_jpg.rf.0a645462975988dd689753522fac4d35.jpg, 1, 0, 0, 0
Tr-pi_0365_jpg.rf.0a6a50a732121094294da377373be98c.jpg, 0, 0, 0, 1
Tr-pi_0542_jpg.rf.0ab6cc66d6b1ad8faad332d7b68366d3.jpg, 0, 0, 0, 1
Tr-gl_0082_jpg.rf.09bd70356dc06019c2393eccc46165ff.jpg, 1, 0, 0, 0
Tr-gl_0534_jpg.rf.0a69c9d42f89a6c12d60b1624de8b00c.jpg, 1, 0, 0, 0
Tr-gl_0358_jpg.rf.0c1b1fc6110960981a8983b933f8d3d3.jpg, 1, 0, 0, 0
Tr-me_0501_jpg.rf.0cc507b188ad6a47ba703af11b8ae6b4.jpg, 0, 1, 0, 0
Tr-me_0045_jpg.rf.0b7396eec6d29b8c30bf3a6f29481068.jpg, 0, 1, 0, 0
Tr-no_0380_jpg.rf.0ba682f3afaa547d94aae381555e3271.jpg, 0, 0, 1, 0
Tr-no_0194_jpg.rf.0b4f5a052a6c8e7b7f3acf6ff4e936a3.jpg, 0, 0, 1, 0
Tr-pi_0479_jpg.rf.0d5ac8ea8db48638d6d14a06f4625c44.jpg, 0, 0, 0, 1
Tr-pi_0185_jpg.rf.0c840b5dd221fa283677d9ce30b43ab2.jpg, 0, 0, 0, 1
Tr-gl_0521_jpg.rf.0bc47c01befbf59ccad3119644922353.jpg, 1, 0, 0, 0
Tr-pi_0635_jpg.rf.0afe215f50c176d2526e170c14aa41b8.jpg, 0, 0, 0, 1
Tr-pi_0466_jpg.rf.0c965ef783e57267b3646b2d478878e0.jpg, 0, 0, 0, 1
Tr-no_0514_jpg.rf.0ce90c6d6139de77ae1b79440542f2ef.jpg, 0, 0, 1, 0
Tr-gl_0092_jpg.rf.0afaa197c526e7c2d2c7532cc96888de.jpg, 1, 0, 0, 0
Tr-pi_0014_jpg.rf.0b881db3ad9b6b86c5353dd3f9b2ecdc.jpg, 0, 0, 0, 1
Tr-gl_0472_jpg.rf.0c97e3aee58f1ac84b5d9df5afbb7402.jpg, 1, 0, 0, 0
Tr-pi_0457_jpg.rf.0c783c5616b31eed5ec334cbc4d7737d.jpg, 0, 0, 0, 1
Tr-me_0530_jpg.rf.0b77d2d936d2c516f5ea388cfb2c0b48.jpg, 0, 1, 0, 0
Tr-gl_0061_jpg.rf.0d232f496b98f20bcf395beef034a1f0.jpg, 1, 0, 0, 0
Tr-me_0525_jpg.rf.0d0ea05869dda04ba591c460b90cf008.jpg, 0, 1, 0, 0
Tr-gl_0113_jpg.rf.0ba49df9ea54d80d0e6e740382e45de6.jpg, 1, 0, 0, 0
Tr-pi_0302_jpg.rf.0b673371170afd9d42d7c946462361a7.jpg, 0, 0, 0, 1
Tr-me_0458_jpg.rf.0ba52d014123b51dfa7a8c6bb27294d8.jpg, 0, 1, 0, 0
Tr-gl_0416_jpg.rf.0ac19caeb433b67a87ecc953e7c69bc9.jpg, 1, 0, 0, 0
Tr-gl_0107_jpg.rf.0b28a07528a965bb72803a204a02cd6c.jpg, 1, 0, 0, 0
Tr-gl_0240_jpg.rf.0da68928d1e7c7002a2b86d356ba6cb9.jpg, 1, 0, 0, 0
Tr-me_0203_jpg.rf.0daeadb140fad12f1d2144a091b7c8d1.jpg, 0, 1, 0, 0
Tr-pi_0273_jpg.rf.0c9c0b9925e05cfc3ad1d91884e1c301.jpg, 0, 0, 0, 1
Tr-me_0133_jpg.rf.0c0873117247bfb3159b3bd8ddaa3c37.jpg, 0, 1, 0, 0
Tr-me_0302_jpg.rf.0e10c9a863dc2b2c06e7dd34425372e5.jpg, 0, 1, 0, 0
Tr-no_0392_jpg.rf.0debee348030892270b245e9d9ba5182.jpg, 0, 0, 1, 0
Tr-pi_0082_jpg.rf.0e7afeffb80bc2f54d62e693bf9095d4.jpg, 0, 0, 0, 1
Tr-me_0488_jpg.rf.0e7dba9a0cb20e74c632feb649f45ad0.jpg, 0, 1, 0, 0
Tr-me_0442_jpg.rf.0e22acfe16e86e0c415859025d42a966.jpg, 0, 1, 0, 0
Tr-pi_0146_jpg.rf.0e428d6082d226ca3ac4cecf7d49ffb9.jpg, 0, 0, 0, 1
Tr-gl_0087_jpg.rf.0ed3c57fec6a06b0fa267306a76fc5a3.jpg, 1, 0, 0, 0
Tr-gl_0529_jpg.rf.0ef5f7fce17f1241b660dbeecace25b8.jpg, 1, 0, 0, 0
Tr-pi_0100_jpg.rf.0f7eb1d190481aab47bc4efe0ffdfd05.jpg, 0, 0, 0, 1
Tr-me_0183_jpg.rf.114fa8d6932f990398e28e9ecd986676.jpg, 0, 1, 0, 0
Tr-no_0038_jpg.rf.0fff4367d0be1707fcac35b285e74219.jpg, 0, 0, 1, 0
Tr-pi_0294_jpg.rf.109854667d94aa10cb318268f7b3b4af.jpg, 0, 0, 0, 1
Tr-gl_0134_jpg.rf.11681389f244b2c4b6b31f2da77d83db.jpg, 1, 0, 0, 0
Tr-me_0264_jpg.rf.0f9568f331d4221beb61eb5d97524e17.jpg, 0, 1, 0, 0
Tr-gl_0457_jpg.rf.11693726ba6e630cc5cbe14b1d6a0042.jpg, 1, 0, 0, 0
Tr-pi_0455_jpg.rf.117442632413c223d5b0956776e0b659.jpg, 0, 0, 0, 1
Tr-pi_0610_jpg.rf.11a4a8d8c9c3d0e707893ef36932906b.jpg, 0, 0, 0, 1
Tr-pi_0645_jpg.rf.11a62e05fb51265ca9a99dc0be0981ab.jpg, 0, 0, 0, 1
Tr-pi_0198_jpg.rf.11b84fed69fb9088c060e50cb9983c38.jpg, 0, 0, 0, 1
Tr-me_0424_jpg.rf.11cb9d6ae1c79b69bcae5b92403a458b.jpg, 0, 1, 0, 0
Tr-gl_0483_jpg.rf.11bb7ab549979636b73e106a21297c6c.jpg, 1, 0, 0, 0
Tr-gl_0467_jpg.rf.11ea329bafaa4d1ccfb79e6b0dc089a2.jpg, 1, 0, 0, 0
Tr-me_0528_jpg.rf.11fa6b54ac28c1d040851d3bb690eb05.jpg, 0, 1, 0, 0
Tr-gl_0300_jpg.rf.11fc0947c2aba4eeada07d6505044679.jpg, 1, 0, 0, 0
Tr-no_0390_jpg.rf.122b743b75b0bda5e8aaa49c74df350c.jpg, 0, 0, 1, 0
Tr-no_0299_jpg.rf.120e2799066a5a0d6ce8f9455565947d.jpg, 0, 0, 1, 0
Tr-no_0116_jpg.rf.12338f6efe6727d1705b4ba3d0ff0b28.jpg, 0, 0, 1, 0
Tr-pi_0492_jpg.rf.12e05d6f7648bacc3bf88c6eb7930127.jpg, 0, 0, 0, 1
Tr-no_0448_jpg.rf.12ed61e2fc1c091282e9f1b20d5b0558.jpg, 0, 0, 1, 0
Tr-gl_0015_jpg.rf.13077910f13033d4bbdedda8b91cb48e.jpg, 1, 0, 0, 0
Tr-gl_0312_jpg.rf.1383439af0161e29a269769bdce2906d.jpg, 1, 0, 0, 0
Tr-me_0370_jpg.rf.1321cc142d76ff5486ab679deb6261b4.jpg, 0, 1, 0, 0
Tr-gl_0366_jpg.rf.13380f288b47a93be7b3a2ec127c8171.jpg, 1, 0, 0, 0
Tr-no_0548_jpg.rf.13a97d203ef8a3c0e0d95d10d4696e42.jpg, 0, 0, 1, 0
Tr-gl_0216_jpg.rf.1421800c0b8dfbb10ae761d3f4905c08.jpg, 1, 0, 0, 0
Tr-gl_0470_jpg.rf.14ba82d7c3ab757c51fa34e44deadd9d.jpg, 1, 0, 0, 0
Tr-pi_0176_jpg.rf.13d2ef7fbaf346b1af914ca095d717a9.jpg, 0, 0, 0, 1
Tr-pi_0446_jpg.rf.15a13e6b30144a4c68c7c0cd9ea2f244.jpg, 0, 0, 0, 1
Tr-pi_0295_jpg.rf.14c840d25a8e1224aea54d0fb9e028d8.jpg, 0, 0, 0, 1
Tr-me_0492_jpg.rf.14e5f5583a2c6e824062195c9f3b1540.jpg, 0, 1, 0, 0
Tr-pi_0106_jpg.rf.15b1ee59edd40a4c49415460383509de.jpg, 0, 0, 0, 1
Tr-pi_0030_jpg.rf.15c9fc8917cd829730d74903fb030109.jpg, 0, 0, 0, 1
Tr-pi_0641_jpg.rf.15f211a3c2ee2c4516abf47cc9447472.jpg, 0, 0, 0, 1
Tr-pi_0105_jpg.rf.15d36a231d7f8eb0dd37f1ee07974e53.jpg, 0, 0, 0, 1
Tr-me_0325_jpg.rf.15fc33f9842d10d6a3b9f9fb8311ebf2.jpg, 0, 1, 0, 0
Tr-pi_0450_jpg.rf.161c262fd4ba3dd6f0bd10532b4e445a.jpg, 0, 0, 0, 1
Tr-me_0308_jpg.rf.16c8a0d0ae58c93142389b051dcd7eed.jpg, 0, 1, 0, 0
Tr-me_0330_jpg.rf.1742fed2f8491095f66ebf7ff1ff6daa.jpg, 0, 1, 0, 0
Tr-me_0224_jpg.rf.156dee9aeb501db82f7176d6f5008ae3.jpg, 0, 1, 0, 0
Tr-pi_0093_jpg.rf.1752fa65f2dcd5ea17fe6875d189bed8.jpg, 0, 0, 0, 1
Tr-me_0510_jpg.rf.16ec6234810b4e0d38ca2d9c68a388d4.jpg, 0, 1, 0, 0
Tr-no_0384_jpg.rf.17d1e587f8f314daa8d2edb11a585546.jpg, 0, 0, 1, 0
Tr-me_0531_jpg.rf.17743fd8ac95399b0177b722e4b0205c.jpg, 0, 1, 0, 0
Tr-pi_0143_jpg.rf.1755046bc92f3c264b8861475f36e105.jpg, 0, 0, 0, 1
Tr-pi_0637_jpg.rf.185ee563f953a93a62be016c2fa72778.jpg, 0, 0, 0, 1
Tr-pi_0597_jpg.rf.19096c40bda17a55555dd202eb85ddce.jpg, 0, 0, 0, 1
Tr-me_0081_jpg.rf.18939e2b4906772cb5171f04acb5c375.jpg, 0, 1, 0, 0
Tr-pi_0104_jpg.rf.18d9853dcc751eaa9db770d33f7af04f.jpg, 0, 0, 0, 1
Tr-gl_0337_jpg.rf.198879c2cae9bad690910f0a6b182005.jpg, 1, 0, 0, 0
Tr-gl_0060_jpg.rf.196731c0214fbc9b0952087a00a610a1.jpg, 1, 0, 0, 0
Tr-gl_0022_jpg.rf.1942e58eaf1909a13036c608c8c96597.jpg, 1, 0, 0, 0
Tr-gl_0529_jpg.rf.1985b7f37c4d749c704056188d815a2c.jpg, 1, 0, 0, 0
Tr-no_0236_jpg.rf.1992790bd5deba1e56c898d1436f28c5.jpg, 0, 0, 1, 0
Tr-no_0157_jpg.rf.19a35c202e3cb46abafa4f34a5dee0e2.jpg, 0, 0, 1, 0
Tr-no_0053_jpg.rf.19ca0ceb1523989e0e301dd40c8011ef.jpg, 0, 0, 1, 0
Tr-pi_0276_jpg.rf.19d62fb86e6ffad5485899d0c916dc46.jpg, 0, 0, 0, 1
Tr-no_0396_jpg.rf.19d9606c93df3909e32f4f9f47021bd5.jpg, 0, 0, 1, 0
Tr-me_0062_jpg.rf.19e704023c38d786dab8547b23ceb945.jpg, 0, 1, 0, 0
Tr-me_0542_jpg.rf.19fba019ca61a3f3f442d388aba12d7a.jpg, 0, 1, 0, 0
Tr-pi_0252_jpg.rf.1a1607930af1d4c20ad9c836cadf531e.jpg, 0, 0, 0, 1
Tr-pi_0068_jpg.rf.1a63af57d33339ee681880c56f063f05.jpg, 0, 0, 0, 1
Tr-no_0175_jpg.rf.1a187ad5cd5e6c2fe1c78aac1ba0e1b7.jpg, 0, 0, 1, 0
Tr-me_0200_jpg.rf.1a5694dbc9cc8a8b5d85a612ba6aa129.jpg, 0, 1, 0, 0
Tr-no_0234_jpg.rf.1ab7c2eeb5aec0484465be0531657d5e.jpg, 0, 0, 1, 0
Tr-pi_0558_jpg.rf.1a6a23d7e5c955895467bffbf3a4d025.jpg, 0, 0, 0, 1
Tr-no_0090_jpg.rf.1b3f6179164dc8189df22c1b4f9e3be4.jpg, 0, 0, 1, 0
Tr-me_0518_jpg.rf.1afaf2ffdd33e72ed0e211527eca3831.jpg, 0, 1, 0, 0
Tr-me_0399_jpg.rf.1bda4a71ae82320a1d3f3e96b286e2d9.jpg, 0, 1, 0, 0
Tr-gl_0398_jpg.rf.1b21dbcbddf45fbe14263e6b6828b976.jpg, 1, 0, 0, 0
Tr-me_0538_jpg.rf.1bd5b6e7a4e3614482c6dd80280dea33.jpg, 0, 1, 0, 0
Tr-pi_0040_jpg.rf.1b8bab423c58b2c5186cb5c0b43e1ad8.jpg, 0, 0, 0, 1
Tr-gl_0105_jpg.rf.1c1270cf8ecae9b031b67b999fd47451.jpg, 1, 0, 0, 0
Tr-pi_0171_jpg.rf.1c5bb3688b01d194b1559f5b6eb96849.jpg, 0, 0, 0, 1
Tr-pi_0386_jpg.rf.1cd914213aeed20e1d2fb7dfef7a6383.jpg, 0, 0, 0, 1
Tr-me_0535_jpg.rf.1b500f42078792c4e67dc0473f0d155d.jpg, 0, 1, 0, 0
Tr-pi_0119_jpg.rf.1c5c0275b7bca14c9fdef957ca8073ea.jpg, 0, 0, 0, 1
Tr-gl_0510_jpg.rf.1c4584c19458e2e10b1a3dd9ee49b28f.jpg, 1, 0, 0, 0
Tr-no_0537_jpg.rf.1cfbe5794762ed42b7f20727bc8a8b34.jpg, 0, 0, 1, 0
Tr-gl_0014_jpg.rf.1c9a1de19711c94e45210faa7473b26a.jpg, 1, 0, 0, 0
Tr-me_0412_jpg.rf.1c5ead6036f09049101db527670b996b.jpg, 0, 1, 0, 0
Tr-me_0544_jpg.rf.1d82f855ba0888e84fe188caf8bfbc2f.jpg, 0, 1, 0, 0
Tr-gl_0205_jpg.rf.1dc96901f635d3659a8af1c5e19926a3.jpg, 1, 0, 0, 0
Tr-me_0313_jpg.rf.1d6d3223ae580ef68c2aed9935c1d89d.jpg, 0, 1, 0, 0
Tr-pi_0153_jpg.rf.1d112a157be6793940415bcaf82016e6.jpg, 0, 0, 0, 1
Tr-me_0020_jpg.rf.1e1382667fcebff581cf3c6d5a0cc34e.jpg, 0, 1, 0, 0
Tr-no_0253_jpg.rf.1dffc1f5c5c713a2c0ba66c6469bcbaf.jpg, 0, 0, 1, 0
Tr-pi_0434_jpg.rf.1e17aa083787d385842013ffb4f76eb3.jpg, 0, 0, 0, 1
Tr-gl_0197_jpg.rf.1e27daec08f47b91feec2f610a1d5d59.jpg, 1, 0, 0, 0
Tr-pi_0350_jpg.rf.1ed058df753d13bf5e4c4398478fca51.jpg, 0, 0, 0, 1
Tr-pi_0595_jpg.rf.1e828d9703a848e7b6da5ce0489a8628.jpg, 0, 0, 0, 1
Tr-no_0385_jpg.rf.1e99110dfe82418d68af0393df17a18e.jpg, 0, 0, 1, 0
Tr-gl_0434_jpg.rf.1f09b4040812ed0d33e77aee1ae440d2.jpg, 1, 0, 0, 0
Tr-gl_0255_jpg.rf.1f9b66ee4cf6f1dff53bf48e236f1762.jpg, 1, 0, 0, 0
Tr-gl_0097_jpg.rf.202cf767218e66f210c1fdf81c65a3a3.jpg, 1, 0, 0, 0
Tr-gl_0111_jpg.rf.1f63dd2bfea098bd2081af362f183557.jpg, 1, 0, 0, 0
Tr-me_0051_jpg.rf.2076d05699720608ccdd6d40799d100a.jpg, 0, 1, 0, 0
Tr-me_0226_jpg.rf.20921d991688877550c72799a22ee825.jpg, 0, 1, 0, 0
Tr-me_0206_jpg.rf.20b7176aefca73fc7cb5883dca88d0f3.jpg, 0, 1, 0, 0
Tr-me_0394_jpg.rf.205b3ba55752c6435a1b67dd473c55f5.jpg, 0, 1, 0, 0
Tr-gl_0164_jpg.rf.1f17d6a31c466f4766f7168e516c5430.jpg, 1, 0, 0, 0
Tr-pi_0432_jpg.rf.20f645fc52342176e98c13d39610fbd2.jpg, 0, 0, 0, 1
Tr-gl_0237_jpg.rf.2114ec7a1bc35d4e1c7516a9e6aeaae6.jpg, 1, 0, 0, 0
Tr-no_0409_jpg.rf.20e271f350a38c8b669615dc665f9659.jpg, 0, 0, 1, 0
Tr-no_0412_jpg.rf.2137e0e20519bfb09b2fa4d844cd84e4.jpg, 0, 0, 1, 0
Tr-gl_0490_jpg.rf.21766af4669ccd1ca3a90e58ef53f87a.jpg, 1, 0, 0, 0
Tr-me_0055_jpg.rf.21d7cc0d3e57d1073f64175d3bb7bd1c.jpg, 0, 1, 0, 0
Tr-no_0492_jpg.rf.2175883537f8a4b0c3f8268c75a9e318.jpg, 0, 0, 1, 0
Tr-no_0340_jpg.rf.220686e46d6194124e32a9591976bebd.jpg, 0, 0, 1, 0
Tr-pi_0522_jpg.rf.21fdf6b16ec8e9e65e04c927a903e410.jpg, 0, 0, 0, 1
Tr-gl_0206_jpg.rf.220ed6086f0c97be8e27554d2289c636.jpg, 1, 0, 0, 0
Tr-no_0482_jpg.rf.22328bda25e64e9a1d17ab108f7627c8.jpg, 0, 0, 1, 0
Tr-no_0504_jpg.rf.225c3663abe7b900b8d7e49c987d6c0d.jpg, 0, 0, 1, 0
Tr-gl_0485_jpg.rf.22743bda3a024979901337e013223015.jpg, 1, 0, 0, 0
Tr-me_0245_jpg.rf.22c96ecc2615a1ffbe831b36752bc12d.jpg, 0, 1, 0, 0
Tr-me_0268_jpg.rf.2323c86dbe29460287d8598d1a358967.jpg, 0, 1, 0, 0
Tr-pi_0063_jpg.rf.22ef753f9a1e7a3a555d3d0290e7aac8.jpg, 0, 0, 0, 1
Tr-me_0323_jpg.rf.238a6e2074aacbdbac79cd9939b2712e.jpg, 0, 1, 0, 0
Tr-pi_0091_jpg.rf.22ae818227a8fe93395c7941126bb89e.jpg, 0, 0, 0, 1
Tr-me_0150_jpg.rf.2336c04ab5758b1bf78d710b00118eb4.jpg, 0, 1, 0, 0
Tr-gl_0375_jpg.rf.23d316dbf7532f1d91dad637cae669c1.jpg, 1, 0, 0, 0
Tr-gl_0029_jpg.rf.23bd8f42172ea51a5ba2cf6b97d1f209.jpg, 1, 0, 0, 0
Tr-gl_0365_jpg.rf.2405a85652a8f284e2bdf0c13320d440.jpg, 1, 0, 0, 0
Tr-me_0075_jpg.rf.23a73f87f10c47e52d92fc07cfb05e6e.jpg, 0, 1, 0, 0
Tr-no_0515_jpg.rf.242928dae79313a9c14e1086f9b9be53.jpg, 0, 0, 1, 0
Tr-pi_0248_jpg.rf.245313f581fafb2513e2084512a971af.jpg, 0, 0, 0, 1
Tr-me_0067_jpg.rf.24419424b03e99d9b7af98a1b04f8517.jpg, 0, 1, 0, 0
Tr-no_0210_jpg.rf.24431134dc422e97f13b86ef181f89be.jpg, 0, 0, 1, 0
Tr-me_0320_jpg.rf.2580f234b0df1ce90b62dffe0716ee70.jpg, 0, 1, 0, 0
Tr-no_0367_jpg.rf.246a0dd0ef8df385ae5f3b8a420ae603.jpg, 0, 0, 1, 0
Tr-no_0293_jpg.rf.2546e79e4b9a4b51407daeee8ff5c9dc.jpg, 0, 0, 1, 0
Tr-pi_0588_jpg.rf.25c3d58eccbd83df973dd401ff391993.jpg, 0, 0, 0, 1
Tr-me_0326_jpg.rf.24646898942163bcf5a169ce66d5afb4.jpg, 0, 1, 0, 0
Tr-no_0536_jpg.rf.25fe14c29b51961963df77c171879205.jpg, 0, 0, 1, 0
Tr-pi_0505_jpg.rf.25b7b7a099ffa52ad3f79e80b524485f.jpg, 0, 0, 0, 1
Tr-me_0396_jpg.rf.26058c07e2ff9718e252558098d9e6b1.jpg, 0, 1, 0, 0
Tr-gl_0237_jpg.rf.26886a0e34384ed8e5158942e811817c.jpg, 1, 0, 0, 0
Tr-gl_0445_jpg.rf.269166a69d6753e0e5b57ac2557e078d.jpg, 1, 0, 0, 0
Tr-pi_0232_jpg.rf.268994a50ce9840075a075ed106ee4c8.jpg, 0, 0, 0, 1
Tr-gl_0452_jpg.rf.263a773d71ab2e17e79e7d07a59f21c7.jpg, 1, 0, 0, 0
Tr-gl_0102_jpg.rf.269f2929701169f798d7a8fe6e4e11b8.jpg, 1, 0, 0, 0
Tr-no_0247_jpg.rf.26f6d0fe6fb9293c4ae9234e32f2ae2f.jpg, 0, 0, 1, 0
Tr-no_0023_jpg.rf.27440395a92d2d81deaaca66c80686b0.jpg, 0, 0, 1, 0
Tr-no_0145_jpg.rf.26a0bb38cfddc017d72472d5181641cc.jpg, 0, 0, 1, 0
Tr-pi_0547_jpg.rf.27ca437671a0314f5a2c3464fef96a1d.jpg, 0, 0, 0, 1
Tr-no_0302_jpg.rf.286070eae2729929318203e2fd9069e9.jpg, 0, 0, 1, 0
Tr-me_0210_jpg.rf.27fc567e639b018644f0ffbd5f001d9c.jpg, 0, 1, 0, 0
Tr-no_0455_jpg.rf.2828f9476e83f089ac10f1c7a79ae086.jpg, 0, 0, 1, 0
Tr-me_0027_jpg.rf.292f59d0610b25fdd65783c333850be0.jpg, 0, 1, 0, 0
Tr-pi_0029_jpg.rf.2750d010652f4fd08d1c7049890817b7.jpg, 0, 0, 0, 1
Tr-pi_0566_jpg.rf.292353721e10645ec94a985a6b6d945b.jpg, 0, 0, 0, 1
Tr-me_0296_jpg.rf.2998aeccfda0d0c8f7d62047be3bf3c8.jpg, 0, 1, 0, 0
Tr-me_0165_jpg.rf.295ccc37de6f113a6e36f0d9dc5c0e7c.jpg, 0, 1, 0, 0
Tr-pi_0110_jpg.rf.28c1e3ed79335a4617cc5c1862317b6b.jpg, 0, 0, 0, 1
Tr-me_0322_jpg.rf.29c20906ecbd29e1c6875e5a467a0ac2.jpg, 0, 1, 0, 0
Tr-me_0328_jpg.rf.2a31ead7e2bbe8c49b489646ccfb8840.jpg, 0, 1, 0, 0
Tr-pi_0361_jpg.rf.2a06d16984932d82b706297c6c8db80e.jpg, 0, 0, 0, 1
Tr-pi_0142_jpg.rf.2a420ef807d77d39f3783e8804c8a664.jpg, 0, 0, 0, 1
Tr-pi_0263_jpg.rf.2a60aa8ab25eb7226d1261e99256ca94.jpg, 0, 0, 0, 1
